Date & Time,Longitude,Latitude,GPS Hight,GPS Speed,GPS Satellites,GPS Heading,PCC Average SINR(Normal/csi-MeasSubframeSet1)(dB),PCC RANK1 SINR(Normal/csi-MeasSubframeSet1)(dB),PCC RANK2 SINR1(Normal/csi-MeasSubframeSet1)(dB),Serving Cell PCI,Serving Cell RSRP(dBm),Serving Cell RSRQ(dB),Serving Cell RSSI(dBm)
"	2013-11-29 15:15:53","	116.624297","	40.307452","	57.00","	28.94","	10","	264.71",3.86,6.79,1.07,110,-110,-12,-78
"	2013-11-29 15:15:54","	116.624200","	40.307442","	0.00","	29.80","	10","	263.59",4.89,8.2,1.35,110,-110,-12,-78
"	2013-11-29 15:15:55","	116.624103","	40.307428","	0.00","	30.07","	10","	262.16",3.95,5.82,-0.24,110,-110,-13,-77
"	2013-11-29 15:15:56","	116.624007","	40.307413","	57.80","	30.30","	10","	260.52",4.79,6.96,0.02,110,-110,-13,-77
"	2013-11-29 15:15:57","	116.623910","	40.307395","	58.20","	30.54","	10","	259.05",4.81,7.45,0.88,110,-111,-13,-78
"	2013-11-29 15:15:58","	116.623813","	40.307377","	0.00","	30.78","	10","	257.26",0.93,2.86,-1.79,110,-114,-15,-79
"	2013-11-29 15:15:59","	116.623717","	40.307353","	58.70","	31.09","	10","	255.46",-0.38,1.88,-2.76,110,-114,-14,-79
"	2013-11-29 15:16:00","	116.623620","	40.307328","	58.90","	31.26","	10","	253.52",8.56,11.05,0.68,110,-109,-13,-76
"	2013-11-29 15:16:01","	116.623522","	40.307303","	58.80","	31.43","	9","	251.84",8.67,11.34,0.91,110,-108,-12,-76
"	2013-11-29 15:16:02","	116.623423","	40.307278","	58.50","	31.31","	9","	251.07",4.7,6.61,-0.24,110,-109,-12,-77
"	2013-11-29 15:16:03","	116.623328","	40.307252","	0.00","	30.91","	8","	249.64",1.64,4.41,-1.11,110,-112,-13,-79
"	2013-11-29 15:16:04","	116.623233","	40.307223","	58.10","	30.78","	10","	248.29",2.59,4.85,-1.2,110,-114,-14,-80
"	2013-11-29 15:16:05","	116.623142","	40.307192","	58.00","	30.89","	10","	246.70",-1.92,0.82,-3.47,110,-115,-14,-81
"	2013-11-29 15:16:06","	116.623050","	40.307158","	58.00","	30.78","	10","	244.88",-0.81,1.86,-2.86,110,-115,-14,-82
"	2013-11-29 15:16:07","	116.622965","	40.307120","	0.00","	30.46","	10","	242.96",0.59,2.48,-2.39,110,-115,-14,-82
"	2013-11-29 15:16:08","	116.622880","	40.307080","	58.30","	30.28","	10","	240.48",0.5,2.59,-2.11,110,-116,-14,-82
"	2013-11-29 15:16:09","	116.622798","	40.307037","	58.30","	30.26","	10","	236.95",-0.42,2.08,-2.51,110,-115,-14,-81
"	2013-11-29 15:16:10","	116.622717","	40.306990","	58.20","	30.89","	10","	234.25",-2.99,-1.17,-5.18,110,-115,-14,-81
"	2013-11-29 15:16:11","	116.622635","	40.306940","	57.90","	31.33","	10","	232.27",4.23,6.25,-0.46,,,,
"	2013-11-29 15:16:12","	116.622555","	40.306892","	57.40","	31.43","	10","	230.18",9.22,12.46,1.38,110,-107,-12,-75
"	2013-11-29 15:16:13","	116.622477","	40.306842","	57.00","	31.15","	10","	229.66",7.42,10.36,0.56,110,-109,-12,-77
"	2013-11-29 15:16:14","	116.622402","	40.306792","	56.90","	30.83","	10","	228.51",0.41,2.63,-2.42,110,-112,-14,-79
"	2013-11-29 15:16:15","	116.622327","	40.306745","	56.60","	29.94","	9","	228.58",0.91,3.04,-2.03,110,-114,-14,-80
"	2013-11-29 15:16:16","	116.622253","	40.306697","	56.50","	29.50","	10","	229.05",1.61,2.65,-2.27,110,-114,-14,-80
"	2013-11-29 15:16:17","	116.622182","	40.306650","	56.70","	29.15","	10","	229.97",-1.84,-0.52,-4.68,110,-115,-15,-80
"	2013-11-29 15:16:18","	116.622182","	40.306650","	56.70","	29.15","	10","	229.97",-0.11,1.73,-2.82,110,-115,-15,-79
"	2013-11-29 15:16:19","	116.622042","	40.306558","	56.80","	28.09","	10","	231.04",2.26,4.98,-1.06,110,-112,-13,-79
"	2013-11-29 15:16:20","	116.622042","	40.306558","	56.80","	28.09","	10","	231.04",3.27,6.05,-0.4,110,-113,-14,-79
"	2013-11-29 15:16:21","	116.622042","	40.306558","	56.80","	28.09","	10","	231.04",1.04,2.2,-2.42,110,-114,-15,-79
"	2013-11-29 15:16:22","	116.621922","	40.306472","	56.80","	27.00","	10","	229.78",-1.54,0.74,-3.55,110,-115,-16,-79
"	2013-11-29 15:16:23","	116.621878","	40.306430","	57.00","	23.37","	10","	222.82",1.52,4.21,-1.61,110,-114,-15,-79
"	2013-11-29 15:16:24","	116.621817","	40.306365","	57.20","	16.04","	10","	217.51",0.93,2.52,-2.36,110,-115,-15,-79
"	2013-11-29 15:16:25","	116.621798","	40.306345","	57.40","	0.00","	10","	0.00",2.4,4.46,-1.17,110,-114,-15,-79
"	2013-11-29 15:16:26","	116.621798","	40.306345","	57.40","	0.00","	10","	0.00",1.27,3.63,-1.82,110,-114,-15,-79
"	2013-11-29 15:16:27","	116.621792","	40.306332","	57.60","	2.02","	10","	214.19",1.84,3.72,-1.71,110,-114,-15,-79
"	2013-11-29 15:16:28","	116.621793","	40.306332","	57.80","	0.00","	10","	0.00",2.36,4.29,-1.21,110,-113,-15,-79
"	2013-11-29 15:16:29","	116.621795","	40.306330","	57.90","	0.00","	10","	0.00",2.1,4,-1.54,110,-114,-15,-79
"	2013-11-29 15:16:30","	116.621797","	40.306330","	58.00","	0.00","	10","	0.00",1.17,2.63,-1.89,110,-114,-15,-79
"	2013-11-29 15:16:31","	116.621797","	40.306330","	58.00","	0.00","	10","	0.00",1.8,3.83,-1.54,,,,
"	2013-11-29 15:16:32","	116.621802","	40.306328","	58.30","	0.04","	10","	69.66",2.18,4.26,-1.3,110,-114,-15,-79
"	2013-11-29 15:16:33","	116.621803","	40.306328","	58.50","	0.00","	10","	0.00",2.36,4.29,-1.33,110,-114,-15,-79
"	2013-11-29 15:16:34","	116.621805","	40.306328","	58.60","	0.04","	10","	72.78",1.35,3.63,-1.45,110,-113,-15,-79
"	2013-11-29 15:16:35","	116.621807","	40.306327","	58.70","	0.00","	10","	0.00",1.77,3.72,-1.66,110,-114,-15,-79
"	2013-11-29 15:16:36","	116.621807","	40.306327","	58.70","	0.00","	10","	0.00",2.36,4.36,-1.26,110,-114,-15,-79
"	2013-11-29 15:16:37","	116.621808","	40.306327","	59.00","	0.07","	10","	16.13",2.02,4.13,-1.4,110,-114,-15,-79
"	2013-11-29 15:16:38","	116.621810","	40.306325","	59.10","	0.06","	10","	26.88",1.42,4.58,-1.35,110,-114,-15,-79
"	2013-11-29 15:16:39","	116.621812","	40.306325","	59.30","	0.06","	10","	16.47",-0.89,2.18,-2.66,110,-113,-15,-79
"	2013-11-29 15:16:40","	116.621812","	40.306322","	59.40","	0.06","	10","	6.78",0.38,3.2,-1.74,110,-114,-16,-79
"	2013-11-29 15:16:41","	116.621812","	40.306322","	59.40","	0.06","	10","	6.78",-0.95,2.22,-2.66,110,-115,-16,-79
"	2013-11-29 15:16:42","	116.621790","	40.306295","	59.60","	6.54","	10","	214.75",-0.42,1.07,-3.21,110,-116,-16,-80
"	2013-11-29 15:16:43","	116.621770","	40.306273","	59.60","	9.56","	10","	214.88",-0.08,2.28,-2.54,110,-114,-15,-80
"	2013-11-29 15:16:44","	116.621750","	40.306250","	59.50","	11.56","	10","	214.71",1.45,4.79,-0.77,110,-113,-14,-79
"	2013-11-29 15:16:45","	116.621727","	40.306225","	59.40","	11.57","	10","	214.23",2.98,5.75,-0.24,110,-111,-13,-78
"	2013-11-29 15:16:46","	116.621727","	40.306225","	59.40","	11.57","	10","	214.23",4.26,5.96,-0.38,110,-111,-13,-77
"	2013-11-29 15:16:47","	116.621672","	40.306165","	58.70","	15.09","	10","	212.56",1.66,2.93,-1.57,110,-111,-14,-77
"	2013-11-29 15:16:48","	116.621640","	40.306128","	58.40","	17.04","	10","	211.41",4.11,7.45,0.47,110,-109,-13,-76
"	2013-11-29 15:16:49","	116.621610","	40.306090","	58.10","	18.04","	10","	210.20",3.75,5.93,-0.71,110,-109,-13,-76
"	2013-11-29 15:16:50","	116.621580","	40.306052","	57.70","	18.31","	10","	208.31",1.64,4.89,-0.75,110,-111,-14,-77
"	2013-11-29 15:16:51","	116.621580","	40.306052","	57.70","	18.31","	10","	208.31",2.54,5.13,-1.06,,,,
"	2013-11-29 15:16:52","	116.621527","	40.305967","	57.10","	18.78","	10","	203.74",4.51,6.46,0.06,110,-110,-13,-76
"	2013-11-29 15:16:53","	116.621500","	40.305920","	56.90","	20.17","	10","	201.95",1.91,5.17,-0.55,110,-112,-14,-78
"	2013-11-29 15:16:54","	116.621473","	40.305872","	56.50","	21.20","	10","	200.70",-2.33,0.53,-3.72,110,-115,-16,-79
"	2013-11-29 15:16:55","	116.621448","	40.305823","	56.20","	21.19","	10","	200.41",0.06,3.66,-1.38,110,-111,-14,-77
"	2013-11-29 15:16:56","	116.621423","	40.305775","	55.90","	20.91","	10","	199.92",7.01,10.13,1.01,110,-106,-13,-73
"	2013-11-29 15:16:57","	116.621400","	40.305728","	55.50","	0.00","	10","	0.00",4.34,7.57,0.5,110,-106,-13,-73
"	2013-11-29 15:16:58","	116.621378","	40.305682","	55.20","	20.35","	10","	199.04",-0.06,2.66,-2.51,110,-110,-14,-76
"	2013-11-29 15:16:59","	116.621360","	40.305638","	54.80","	19.72","	10","	197.41",-6,-2.66,-6.35,110,-116,-17,-79
"	2013-11-29 15:17:00","	116.621345","	40.305603","	54.50","	17.00","	10","	195.84",-7.11,-3.41,-7.29,110,-116,-17,-79
"	2013-11-29 15:17:01","	116.621337","	40.305580","	54.20","	12.56","	10","	194.49",-6.28,-4.16,-7.71,110,-115,-16,-79
"	2013-11-29 15:17:02","	116.621333","	40.305558","	53.90","	8.85","	10","	191.51",-6.07,-3.29,-7.24,110,-117,-17,-79
"	2013-11-29 15:17:03","	116.621340","	40.305533","	0.00","	9.30","	10","	176.72",-11.37,-9.29,-10.03,110,-121,-19,-80
"	2013-11-29 15:17:04","	116.621362","	40.305505","	53.30","	12.44","	10","	159.01",-8.24,-3.8,-7.54,110,-121,-19,-81
"	2013-11-29 15:17:05","	116.621397","	40.305477","	0.00","	15.37","	10","	143.24",-9.4,-5.74,-9.01,110,-121,-18,-82
"	2013-11-29 15:17:06","	116.621442","	40.305450","	52.90","	17.09","	8","	130.57",-10.95,-8.21,-10.03,110,-123,-19,-83
"	2013-11-29 15:17:07","	116.621490","	40.305428","	52.80","	0.00","	8","	0.00",-13.4,-8.98,-10.03,110,-124,-20,-83
"	2013-11-29 15:17:08","	116.621538","	40.305407","	0.00","	17.56","	8","	120.21",-9.53,-6.1,-9.4,110,-125,-19,-83
"	2013-11-29 15:17:09","	116.621585","	40.305383","	0.00","	17.20","	8","	121.38",-9.91,-7.74,-10.03,110,-124,-19,-83
"	2013-11-29 15:17:10","	116.621628","	40.305355","	0.00","	17.26","	8","	126.29",-17.51,-10.03,-10.03,,,,
"	2013-11-29 15:17:11","	116.621665","	40.305322","	0.00","	17.78","	8","	134.19",9.86,11.86,5.82,,,,
"	2013-11-29 15:17:12","	116.621693","	40.305283","	0.00","	18.02","	8","	145.27",14.84,15,4.39,103,-105,-10,-75
"	2013-11-29 15:17:13","	116.621713","	40.305240","	53.80","	18.48","	9","	155.55",12.11,12.79,4.29,103,-108,-12,-77
"	2013-11-29 15:17:14","	116.621727","	40.305192","	53.70","	19.46","	9","	163.68",9.38,11.59,2.68,103,-109,-12,-78
"	2013-11-29 15:17:15","	116.621737","	40.305140","	53.60","	20.52","	9","	170.00",12.87,14.88,3.17,103,-108,-11,-78
"	2013-11-29 15:17:16","	116.621743","	40.305083","	0.00","	21.91","	9","	173.31",12.2,14.14,2.38,103,-109,-12,-78
"	2013-11-29 15:17:17","	116.621750","	40.305025","	0.00","	23.39","	9","	174.21",10.58,11.53,2.55,103,-109,-12,-77
"	2013-11-29 15:17:18","	116.621757","	40.304965","	53.10","	24.57","	10","	174.53",11.75,12.39,2.68,103,-109,-11,-78
"	2013-11-29 15:17:19","	116.621762","	40.304903","	52.90","	24.57","	10","	174.69",10.36,11.95,2.34,103,-109,-12,-78
"	2013-11-29 15:17:20","	116.621768","	40.304840","	52.70","	24.67","	10","	174.82",11.53,12.52,3.07,103,-110,-11,-79
"	2013-11-29 15:17:21","	116.621773","	40.304775","	52.50","	26.30","	10","	175.40",11.5,11.34,3.27,103,-108,-10,-79
"	2013-11-29 15:17:22","	116.621778","	40.304707","	52.30","	27.35","	10","	176.13",9.38,10.94,3,103,-109,-10,-79
"	2013-11-29 15:17:23","	116.621783","	40.304638","	52.10","	27.67","	10","	176.49",13.03,13.54,2.95,103,-109,-11,-78
"	2013-11-29 15:17:24","	116.621788","	40.304570","	51.90","	27.56","	10","	176.65",9.32,10.33,2.2,103,-111,-12,-79
"	2013-11-29 15:17:25","	116.621795","	40.304502","	51.70","	27.65","	10","	175.75",9.29,9.57,1.93,103,-111,-12,-79
"	2013-11-29 15:17:26","	116.621803","	40.304433","	51.50","	27.46","	10","	174.91",7.89,9.94,1.25,103,-111,-12,-80
"	2013-11-29 15:17:27","	116.621810","	40.304367","	51.30","	27.35","	10","	174.44",10.7,12.27,1.52,,,,
"	2013-11-29 15:17:28","	116.621817","	40.304298","	51.20","	27.24","	10","	174.55",12.87,14.32,5.57,104,-110,-11,-78
"	2013-11-29 15:17:29","	116.621823","	40.304232","	51.00","	27.09","	10","	175.17",10.74,11.46,2.7,104,-110,-11,-78
"	2013-11-29 15:17:30","	116.621823","	40.304232","	51.00","	27.09","	10","	175.17",7.47,8.76,0.85,104,-110,-12,-78
"	2013-11-29 15:17:31","	116.621830","	40.304167","	50.80","	26.81","	10","	175.25",9.74,11.98,2.5,104,-111,-12,-79
"	2013-11-29 15:17:32","	116.621842","	40.304033","	50.40","	26.72","	9","	176.03",8.82,9.66,2.1,104,-111,-12,-79
"	2013-11-29 15:17:33","	116.621855","	40.303900","	50.10","	26.78","	10","	175.92",7.66,8.02,0.53,104,-112,-12,-80
"	2013-11-29 15:17:34","	116.621863","	40.303832","	49.90","	0.00","	10","	0.00",7.06,7.89,0.65,104,-112,-12,-80
"	2013-11-29 15:17:35","	116.621863","	40.303832","	49.90","	0.00","	10","	0.00",10.28,11.13,1.77,104,-112,-12,-79
"	2013-11-29 15:17:36","	116.621883","	40.303695","	49.60","	27.78","	10","	173.21",8.63,10.13,1.97,104,-111,-11,-80
"	2013-11-29 15:17:37","	116.621883","	40.303695","	49.60","	27.78","	10","	173.21",8.08,9.74,1.77,104,-112,-11,-80
"	2013-11-29 15:17:38","	116.621895","	40.303625","	49.50","	0.00","	10","	0.00",9.74,11.46,2.32,104,-111,-10,-80
"	2013-11-29 15:17:39","	116.621905","	40.303555","	49.40","	0.00","	9","	0.00",9.16,10.1,2.83,103,-111,-11,-80
"	2013-11-29 15:17:40","	116.621915","	40.303485","	49.30","	0.00","	9","	0.00",9.02,10.76,3,103,-111,-11,-80
"	2013-11-29 15:17:41","	116.621915","	40.303485","	49.30","	0.00","	9","	0.00",9.26,10.43,3.78,103,-111,-11,-81
"	2013-11-29 15:17:42","	116.621935","	40.303343","	49.00","	28.65","	10","	173.55",8.82,9.77,2.52,103,-111,-11,-80
"	2013-11-29 15:17:43","	116.621943","	40.303272","	48.80","	0.00","	9","	0.00",9.16,10.1,2.93,103,-111,-11,-81
"	2013-11-29 15:17:44","	116.621952","	40.303200","	48.60","	28.98","	9","	174.04",8.92,10.76,2.65,103,-110,-11,-80
"	2013-11-29 15:17:45","	116.621960","	40.303127","	48.50","	0.00","	9","	0.00",10.13,11.28,4.48,103,-110,-11,-79
"	2013-11-29 15:17:46","	116.621960","	40.303127","	48.50","	0.00","	9","	0.00",10.28,11.09,4.31,103,-109,-11,-79
"	2013-11-29 15:17:47","	116.621970","	40.302982","	48.20","	29.19","	10","	176.41",10.7,12,4.89,103,-109,-10,-79
"	2013-11-29 15:17:48","	116.621975","	40.302910","	48.00","	0.00","	10","	0.00",11.63,12.52,6.11,103,-109,-10,-79
"	2013-11-29 15:17:49","	116.621982","	40.302837","	47.80","	29.06","	10","	0.00",10.85,13.39,6.82,103,-108,-11,-78
"	2013-11-29 15:17:50","	116.621990","	40.302765","	47.60","	29.13","	10","	174.78",11.77,14.43,6.46,103,-108,-11,-77
"	2013-11-29 15:17:51","	116.621990","	40.302765","	47.60","	29.13","	10","	174.78",11.9,13.66,6.11,103,-108,-12,-76
"	2013-11-29 15:17:52","	116.622008","	40.302620","	47.10","	29.41","	9","	174.44",10.96,12.39,6.18,103,-107,-11,-76
"	2013-11-29 15:17:53","	116.622017","	40.302545","	47.00","	29.50","	9","	174.56",11.88,14.43,7.84,103,-106,-11,-75
"	2013-11-29 15:17:54","	116.622023","	40.302470","	46.90","	30.24","	9","	174.89",13.95,14.7,8.76,103,-104,-11,-73
"	2013-11-29 15:17:55","	116.622028","	40.302393","	46.80","	30.30","	10","	176.39",13.37,14.7,6.84,103,-103,-11,-73
"	2013-11-29 15:17:56","	116.622028","	40.302393","	46.80","	30.30","	10","	176.39",11.77,13.49,6.7,103,-105,-11,-74
"	2013-11-29 15:17:57","	116.622038","	40.302240","	46.70","	30.67","	10","	177.50",12,14.35,6.31,103,-105,-12,-74
"	2013-11-29 15:17:58","	116.622043","	40.302163","	46.80","	30.78","	9","	177.11",10.48,13.59,6.15,103,-105,-11,-75
"	2013-11-29 15:17:59","	116.622048","	40.302088","	46.60","	30.87","	9","	176.51",11.13,13.54,6.11,103,-105,-12,-73
"	2013-11-29 15:18:00","	116.622057","	40.302013","	46.60","	30.30","	9","	175.47",13.93,14.42,6.96,103,-104,-11,-73
"	2013-11-29 15:18:01","	116.622057","	40.302013","	46.60","	30.30","	9","	175.47",14.77,15.88,8.65,103,-101,-11,-70
"	2013-11-29 15:18:02","	116.622070","	40.301870","	46.50","	28.87","	9","	175.53",11.24,13.42,6.25,103,-102,-12,-70
"	2013-11-29 15:18:03","	116.622075","	40.301808","	46.50","	26.81","	9","	176.18",20,18.91,9.86,103,-99,-11,-68
"	2013-11-29 15:18:04","	116.622078","	40.301755","	46.40","	23.44","	9","	176.46",15.44,15.95,10.38,103,-101,-12,-70
"	2013-11-29 15:18:05","	116.622080","	40.301715","	46.40","	18.74","	9","	176.74",17.18,17.19,8.29,103,-101,-11,-70
"	2013-11-29 15:18:06","	116.622082","	40.301683","	46.40","	13.72","	8","	177.11",12.52,14.57,7.35,103,-101,-12,-69
"	2013-11-29 15:18:07","	116.622085","	40.301655","	46.30","	0.00","	9","	0.00",12.07,14.52,8.04,103,-101,-13,-68
"	2013-11-29 15:18:08","	116.622090","	40.301625","	46.20","	11.35","	9","	173.91",12.43,15.29,7.01,103,-101,-12,-68
"	2013-11-29 15:18:09","	116.622093","	40.301593","	46.00","	12.28","	10","	173.12",16.04,16.24,9.57,103,-99,-13,-67
"	2013-11-29 15:18:10","	116.622098","	40.301558","	45.90","	13.63","	10","	174.40",14,16.4,7.52,103,-100,-12,-68
"	2013-11-29 15:18:11","	116.622102","	40.301522","	45.80","	14.74","	9","	174.47",14.75,15.99,9.51,103,-100,-12,-67
"	2013-11-29 15:18:12","	116.622105","	40.301487","	45.70","	0.00","	10","	0.00",16.79,17.15,11.42,103,-98,-11,-67
"	2013-11-29 15:18:13","	116.622108","	40.301453","	45.60","	14.00","	10","	175.15",15.65,17.12,10.41,103,-95,-11,-64
"	2013-11-29 15:18:14","	116.622112","	40.301425","	45.60","	12.28","	9","	174.68",12.95,14.52,6.11,103,-93,-12,-61
"	2013-11-29 15:18:15","	116.622117","	40.301398","	0.00","	11.09","	9","	173.09",19.08,18.74,9.48,103,-92,-12,-60
"	2013-11-29 15:18:16","	116.622123","	40.301368","	0.00","	11.41","	9","	171.20",18.09,17.34,10.02,103,-93,-10,-62
"	2013-11-29 15:18:17","	116.622132","	40.301333","	0.00","	13.13","	8","	169.58",18.09,17.81,13.42,103,-91,-11,-60
"	2013-11-29 15:18:18","	116.622143","	40.301297","	0.00","	14.83","	8","	167.86",15.44,16.4,12.49,103,-89,-11,-58
"	2013-11-29 15:18:19","	116.622158","	40.301257","	45.30","	16.09","	10","	165.64",15.56,17,11.9,103,-88,-11,-57
"	2013-11-29 15:18:20","	116.622178","	40.301217","	45.10","	17.09","	10","	161.67",16.48,16.99,11.98,103,-88,-11,-57
"	2013-11-29 15:18:21","	116.622200","	40.301175","	0.00","	17.93","	10","	158.30",20.86,18.49,13.73,103,-86,-10,-55
"	2013-11-29 15:18:22","	116.622225","	40.301132","	0.00","	18.69","	10","	156.45",19.75,18.47,13.61,103,-84,-9,-55
"	2013-11-29 15:18:23","	116.622252","	40.301087","	0.00","	19.24","	9","	156.23",26.09,19.54,11.55,103,-81,-9,-51
"	2013-11-29 15:18:24","	116.622278","	40.301043","	44.60","	19.48","	9","	155.65",24.38,18.68,8.71,103,-81,-9,-52
"	2013-11-29 15:18:25","	116.622308","	40.301000","	44.50","	19.09","	9","	153.08",27.16,20.08,7.97,103,-82,-10,-52
"	2013-11-29 15:18:26","	116.622342","	40.300955","	0.00","	20.22","	9","	151.72",19.03,18.63,9.91,103,-90,-10,-60
"	2013-11-29 15:18:27","	116.622382","	40.300907","	0.00","	22.04","	9","	149.37",16.74,17.5,11.07,103,-96,-11,-66
"	2013-11-29 15:18:28","	116.622425","	40.300855","	0.00","	23.63","	6","	147.80",15.47,16.22,8.56,103,-99,-12,-68
"	2013-11-29 15:18:29","	116.622472","	40.300805","	44.50","	24.80","	6","	145.47",15.47,16.87,10.07,103,-99,-12,-68
"	2013-11-29 15:18:30","	116.622522","	40.300753","	44.50","	25.33","	7","	144.01",12.55,14.61,6.79,103,-98,-12,-67
"	2013-11-29 15:18:31","	116.622572","	40.300703","	44.50","	25.39","	7","	143.13",16.33,16.36,6.84,103,-95,-10,-64
"	2013-11-29 15:18:32","	116.622622","	40.300652","	44.50","	25.56","	7","	142.91",17.82,15.95,8.65,103,-96,-11,-65
"	2013-11-29 15:18:33","	116.622675","	40.300602","	44.40","	25.67","	7","	142.18",17.32,16.11,7.52,103,-95,-10,-64
"	2013-11-29 15:18:34","	116.622727","	40.300552","	44.40","	25.70","	7","	141.40",10.5,15.88,9.97,103,-93,-11,-62
"	2013-11-29 15:18:35","	116.622780","	40.300503","	44.40","	25.63","	7","	140.71",20.81,17.11,13.59,103,-92,-10,-61
"	2013-11-29 15:18:36","	116.622832","	40.300458","	44.40","	24.89","	7","	140.16",24.5,19.23,13.49,103,-87,-9,-58
"	2013-11-29 15:18:37","	116.622885","	40.300415","	44.40","	23.85","	7","	138.62",21.82,18.49,14.89,103,-87,-10,-58
"	2013-11-29 15:18:38","	116.622942","	40.300375","	44.40","	23.80","	7","	134.38",18.26,16.28,9.91,103,-85,-9,-56
"	2013-11-29 15:18:39","	116.623002","	40.300337","	44.30","	23.80","	7","	130.33",21.52,18.49,14.27,103,-85,-10,-55
"	2013-11-29 15:18:40","	116.623063","	40.300300","	44.30","	23.87","	6","	129.24",19.19,17.07,11.51,103,-86,-9,-56
"	2013-11-29 15:18:41","	116.623125","	40.300263","	44.30","	23.93","	7","	128.51",21.9,18.87,13.42,103,-86,-11,-55
"	2013-11-29 15:18:42","	116.623125","	40.300263","	44.30","	23.93","	7","	128.51",15.82,15.46,12.14,103,-85,-10,-55
"	2013-11-29 15:18:43","	116.623188","	40.300228","	44.20","	24.02","	7","	127.01",15.77,16.22,11.9,103,-85,-11,-55
"	2013-11-29 15:18:44","	116.623383","	40.300128","	44.10","	24.07","	7","	124.29",15.56,15.99,10.15,103,-87,-11,-56
"	2013-11-29 15:18:45","	116.623383","	40.300128","	44.10","	24.07","	7","	124.29",10.23,13.98,4.46,103,-90,-14,-56
"	2013-11-29 15:18:46","	116.623383","	40.300128","	44.10","	24.07","	7","	124.29",15.8,16.05,6.87,103,-80,-12,-48
"	2013-11-29 15:18:47","	116.623450","	40.300097","	44.10","	0.00","	8","	0.00",10.85,14.52,7.25,103,-81,-11,-50
"	2013-11-29 15:18:48","	116.623655","	40.300008","	43.70","	0.00","	9","	0.00",8.99,13.34,5.09,103,-86,-15,-51
"	2013-11-29 15:18:49","	116.623655","	40.300008","	43.70","	0.00","	9","	0.00",7.4,11.5,5.15,103,-88,-16,-52
"	2013-11-29 15:18:50","	116.623725","	40.299983","	43.50","	0.00","	9","	0.00",5.11,11.74,2.54,103,-87,-16,-51
"	2013-11-29 15:18:51","	116.623725","	40.299983","	43.50","	0.00","	9","	0.00",9.35,11.98,5.93,103,-88,-17,-50
"	2013-11-29 15:18:52","	116.623797","	40.299960","	43.40","	0.00","	9","	0.00",10.63,14.84,6.25,103,-89,-16,-54
"	2013-11-29 15:18:53","	116.623943","	40.299915","	42.90","	23.93","	9","	113.00",7.01,11.05,4.39,103,-92,-17,-55
"	2013-11-29 15:18:54","	116.624017","	40.299890","	42.80","	0.00","	10","	0.00",2.79,11.38,4.21,103,-91,-17,-54
"	2013-11-29 15:18:55","	116.624088","	40.299865","	42.60","	24.54","	10","	115.07",8.37,9.88,2.08,103,-88,-16,-53
"	2013-11-29 15:18:56","	116.624088","	40.299865","	42.60","	24.54","	10","	115.07",6.4,11.51,2.2,103,-90,-18,-51
"	2013-11-29 15:18:57","	116.624237","	40.299828","	42.10","	24.07","	10","	110.30",4.05,10.13,4.46,103,-92,-19,-53
"	2013-11-29 15:18:58","	116.624310","	40.299827","	41.80","	0.00","	10","	0.00",-2.16,5.93,0.65,103,-92,-19,-53
"	2013-11-29 15:18:59","	116.624382","	40.299832","	41.50","	0.00","	10","	0.00",-0.93,6.08,1.12,103,-94,-20,-54
"	2013-11-29 15:19:00","	116.624452","	40.299845","	41.20","	0.00","	10","	0.00",0.32,7.01,0.79,103,-95,-20,-54
"	2013-11-29 15:19:01","	116.624452","	40.299845","	41.20","	0.00","	10","	0.00",-0.03,5.86,0.47,103,-95,-20,-53
"	2013-11-29 15:19:02","	116.624583","	40.299883","	40.20","	21.54","	10","	70.02",-8.05,1.3,-1.57,,,,
"	2013-11-29 15:19:03","	116.624650","	40.299912","	39.90","	22.31","	10","	63.64",28.55,23.53,13.86,104,-76,-7,-49
"	2013-11-29 15:19:04","	116.624717","	40.299945","	39.60","	23.57","	10","	58.57",25.59,21.58,13.91,104,-72,-7,-45
"	2013-11-29 15:19:05","	116.624783","	40.299980","	39.50","	24.20","	10","	56.98",20.41,19.02,12.39,104,-69,-7,-41
"	2013-11-29 15:19:06","	116.624783","	40.299980","	39.50","	24.20","	10","	56.98",20.39,20.39,13.37,104,-72,-9,-43
"	2013-11-29 15:19:07","	116.624922","	40.300047","	39.60","	24.59","	10","	57.13",23.56,20.39,8.39,104,-70,-8,-42
"	2013-11-29 15:19:08","	116.624992","	40.300078","	39.80","	24.70","	10","	58.21",27.7,24.42,7.66,104,-70,-8,-42
"	2013-11-29 15:19:09","	116.625063","	40.300112","	39.80","	25.07","	10","	59.42",23.96,20.64,14.35,104,-74,-8,-46
"	2013-11-29 15:19:10","	116.625133","	40.300148","	39.80","	25.46","	10","	57.97",22.6,19.93,13.68,104,-75,-8,-47
"	2013-11-29 15:19:11","	116.625133","	40.300148","	39.80","	25.46","	10","	57.97",24.8,19.52,14.56,104,-73,-7,-46
"	2013-11-29 15:19:12","	116.625275","	40.300227","	39.80","	26.37","	10","	53.88",24.63,21.88,14.72,104,-75,-7,-47
"	2013-11-29 15:19:13","	116.625347","	40.300267","	39.80","	26.85","	9","	52.85",27.33,22.83,16.28,104,-72,-7,-45
"	2013-11-29 15:19:14","	116.625418","	40.300307","	39.80","	27.26","	10","	54.47",23.41,20.36,14.06,104,-79,-7,-51
