Date & Time,Longitude,Latitude,GPS Hight,GPS Speed,GPS Satellites,GPS Heading,PCC Average SINR(Normal/csi-MeasSubframeSet1)(dB),PCC RANK1 SINR(Normal/csi-MeasSubframeSet1)(dB),PCC RANK2 SINR1(Normal/csi-MeasSubframeSet1)(dB),Serving Cell PCI,Serving Cell RSRP(dBm),Serving Cell RSRQ(dB),Serving Cell RSSI(dBm)
	2013-11-29 15:24:01,	116.629915,	40.307642,	42.00,	28.65,	10,	271.26,12.67,16.28,7.89,100,-99,-8,-71
	2013-11-29 15:24:02,	116.629728,	40.307640,	42.30,	28.54,	10,	269.58,11.44,14.91,7.71,100,-102,-8,-73
	2013-11-29 15:24:03,	116.629635,	40.307638,	42.50,	28.35,	10,	269.34,10.36,14.89,7.35,,,,
	2013-11-29 15:24:04,	116.629542,	40.307638,	42.60,	28.48,	10,	270.10,10.00,14.39,10.43,,,,
	2013-11-29 15:24:05,	116.629447,	40.307638,	42.70,	28.37,	10,	270.17,11.28,14.70,7.95,100,-106,-8,-76
	2013-11-29 15:24:06,	116.629447,	40.307638,	42.70,	28.37,	10,	270.17,9.88,13.71,5.80,100,-103,-8,-74
	2013-11-29 15:24:07,	116.629260,	40.307638,	42.60,	28.39,	9,	269.99,7.89,12.93,5.11,,,,
	2013-11-29 15:24:08,	116.629167,	40.307638,	42.60,	28.44,	9,	270.06,11.75,14.70,8.35,,,,
	2013-11-29 15:24:09,	116.629073,	40.307638,	42.50,	28.28,	9,	269.39,6.98,11.98,6.31,,,,
	2013-11-29 15:24:10,	116.628980,	40.307638,	42.40,	28.35,	9,	269.87,6.84,12.64,6.76,,,,
	2013-11-29 15:24:11,	116.628980,	40.307638,	42.40,	28.35,	9,	269.87,9.32,14.43,5.17,,,,
	2013-11-29 15:24:12,	116.628793,	40.307638,	42.20,	28.20,	9,	269.79,5.23,11.40,5.00,,,,
	2013-11-29 15:24:13,	116.628700,	40.307638,	42.20,	28.20,	9,	269.90,5.73,11.70,6.28,,,,
	2013-11-29 15:24:14,	116.628607,	40.307640,	42.10,	28.30,	9,	270.10,4.76,10.48,2.42,,,,
	2013-11-29 15:24:15,	116.628515,	40.307640,	42.10,	28.24,	9,	269.84,4.34,10.50,4.18,,,,
	2013-11-29 15:24:16,	116.628422,	40.307638,	0.00,	28.19,	9,	269.44,3.20,8.80,1.59,,,,
	2013-11-29 15:24:17,	116.628327,	40.307638,	41.80,	28.39,	9,	269.69,6.96,12.20,2.44,,,,
	2013-11-29 15:24:18,	116.628233,	40.307638,	41.70,	28.28,	10,	269.13,3.92,7.93,1.64,111,-99,-7,-71
	2013-11-29 15:24:19,	116.628140,	40.307638,	0.00,	28.41,	10,	269.43,-0.93,2.38,-1.92,,,,
	2013-11-29 15:24:20,	116.628047,	40.307637,	41.50,	28.22,	10,	268.91,-0.01,2.50,-2.16,,,,
	2013-11-29 15:24:21,	116.627955,	40.307635,	41.50,	28.07,	10,	268.88,-1.61,2.26,-1.30,,,,
	2013-11-29 15:24:22,	116.627865,	40.307633,	41.60,	27.67,	10,	0.00,-1.15,1.86,-2.70,111,-112,-16,-76
	2013-11-29 15:24:23,	116.627773,	40.307632,	0.00,	27.61,	10,	268.95,-1.11,4.36,-1.66,,,,
	2013-11-29 15:24:24,	116.627683,	40.307630,	0.00,	27.78,	10,	269.35,-1.54,2.55,-2.22,,,,
	2013-11-29 15:24:25,	116.627593,	40.307627,	0.00,	27.70,	10,	268.50,-1.24,2.44,-2.54,,,,
	2013-11-29 15:24:26,	116.627505,	40.307622,	0.00,	27.44,	10,	267.86,-0.81,2.20,-2.16,,,,
	2013-11-29 15:24:27,	116.627417,	40.307618,	0.00,	27.20,	10,	267.58,0.88,1.12,-3.09,,,,
	2013-11-29 15:24:28,	116.627325,	40.307617,	0.00,	27.39,	10,	268.11,-1.61,1.77,-3.30,,,,
	2013-11-29 15:24:42,	116.626083,	40.307610,	44.10,	26.63,	10,	270.01,13.03,15.22,10.28,,,,
	2013-11-29 15:24:43,	116.626000,	40.307608,	44.20,	25.89,	10,	268.92,0.00,,,,,,
	2013-11-29 15:24:44,	116.625923,	40.307610,	44.30,	24.31,	10,	269.46,0.00,,,,,,
	2013-11-29 15:24:45,	116.625853,	40.307618,	44.40,	22.54,	10,	274.08,0.00,,,,,,
	2013-11-29 15:24:46,	116.625793,	40.307637,	44.50,	20.54,	10,	285.40,0.00,,,,,,
	2013-11-29 15:24:47,	116.625710,	40.307693,	44.50,	17.20,	10,	311.80,0.00,,,,,,
	2013-11-29 15:25:05,	116.625512,	40.308675,	47.00,	26.17,	8,	354.32,12.70,14.31,6.52,,,,
	2013-11-29 15:25:06,	116.625512,	40.308675,	47.00,	26.17,	8,	354.32,27.61,26.76,14.37,110,-75,-8,-48
	2013-11-29 15:25:07,	116.625498,	40.308808,	47.20,	26.43,	8,	355.88,31.02,29.31,20.02,110,-71,-7,-44
	2013-11-29 15:25:08,	116.625490,	40.308875,	47.40,	26.56,	8,	355.59,31.05,29.65,16.82,110,-66,-7,-39
	2013-11-29 15:25:09,	116.625482,	40.308943,	47.40,	27.02,	7,	355.02,31.82,30.38,11.24,110,-64,-7,-37
	2013-11-29 15:25:10,	116.625473,	40.309013,	47.40,	27.28,	8,	355.12,31.61,30.07,8.67,110,-64,-7,-37
	2013-11-29 15:25:11,	116.625473,	40.309013,	47.40,	27.28,	8,	355.12,31.84,29.98,20.27,110,-62,-8,-34
	2013-11-29 15:25:12,	116.625455,	40.309153,	47.60,	27.74,	9,	354.65,30.71,28.23,19.08,110,-64,-8,-37
	2013-11-29 15:25:13,	116.625447,	40.309223,	47.60,	27.93,	8,	354.77,24.89,21.40,14.45,110,-75,-8,-48
	2013-11-29 15:25:14,	116.625438,	40.309293,	47.80,	27.98,	8,	354.84,25.75,24.49,15.49,110,-71,-8,-43
	2013-11-29 15:25:15,	116.625430,	40.309363,	47.80,	27.87,	8,	354.73,19.34,19.35,14.39,110,-83,-9,-54
	2013-11-29 15:25:16,	116.625430,	40.309363,	47.80,	27.87,	8,	354.73,17.20,18.49,13.91,110,-77,-10,-48
	2013-11-29 15:25:17,	116.625412,	40.309503,	48.50,	27.87,	8,	354.90,15.47,18.05,9.97,110,-77,-10,-47
	2013-11-29 15:25:18,	116.625402,	40.309572,	49.20,	28.04,	9,	355.28,14.43,17.07,13.54,110,-78,-10,-48
	2013-11-29 15:25:19,	116.625392,	40.309642,	49.80,	27.93,	9,	355.45,12.14,16.55,13.54,110,-83,-12,-51
	2013-11-29 15:25:20,	116.625383,	40.309712,	50.30,	27.98,	10,	355.72,7.75,14.98,10.43,110,-85,-12,-53
	2013-11-29 15:25:21,	116.625375,	40.309780,	51.10,	28.06,	10,	355.79,11.30,16.28,11.61,110,-79,-12,-47
	2013-11-29 15:25:22,	116.625363,	40.309848,	52.20,	0.00,	10,	0.00,2.95,11.21,5.79,110,-82,-15,-48
	2013-11-29 15:25:23,	116.625352,	40.309915,	53.10,	27.56,	9,	354.67,14.84,16.34,9.80,,,,
	2013-11-29 15:25:24,	116.625340,	40.309985,	53.90,	28.02,	9,	354.84,13.22,14.26,9.06,109,-72,-8,-45
	2013-11-29 15:25:25,	116.625330,	40.310053,	54.50,	28.02,	8,	354.61,15.96,15.32,6.73,109,-77,-9,-49
	2013-11-29 15:25:26,	116.625318,	40.310120,	55.20,	27.65,	9,	354.12,15.47,14.55,4.18,109,-80,-7,-54
	2013-11-29 15:25:27,	116.625307,	40.310183,	55.80,	26.24,	9,	0.00,18.09,16.47,8.41,109,-72,-7,-46
	2013-11-29 15:25:28,	116.625297,	40.310243,	56.60,	25.09,	9,	354.48,24.25,21.33,13.77,109,-73,-7,-47
	2013-11-29 15:25:29,	116.625288,	40.310305,	0.00,	24.30,	10,	354.67,27.52,22.57,17.11,109,-71,-8,-43
	2013-11-29 15:25:30,	116.625282,	40.310365,	0.00,	24.43,	10,	354.86,26.59,21.58,16.61,109,-74,-7,-46
	2013-11-29 15:25:31,	116.625273,	40.310427,	57.20,	24.33,	10,	354.65,28.12,23.31,17.09,109,-75,-9,-46
	2013-11-29 15:25:32,	116.625267,	40.310487,	57.30,	0.00,	10,	0.00,27.79,22.29,17.31,109,-72,-7,-45
	2013-11-29 15:25:33,	116.625258,	40.310548,	57.40,	24.65,	10,	354.25,27.64,22.27,18.00,109,-76,-8,-47
	2013-11-29 15:25:34,	116.625252,	40.310612,	57.40,	24.83,	10,	354.27,27.64,21.38,15.27,109,-76,-7,-48
	2013-11-29 15:25:35,	116.625243,	40.310673,	0.00,	25.00,	10,	354.62,28.17,24.82,17.07,109,-76,-8,-49
	2013-11-29 15:25:36,	116.625235,	40.310735,	0.00,	25.13,	10,	354.66,25.91,20.99,14.39,109,-76,-7,-49
	2013-11-29 15:25:37,	116.625225,	40.310797,	58.90,	25.00,	10,	354.80,24.59,21.30,15.81,109,-78,-9,-50
	2013-11-29 15:25:38,	116.625217,	40.310858,	59.70,	25.00,	10,	355.26,27.09,22.91,15.29,109,-77,-7,-50
	2013-11-29 15:25:39,	116.625207,	40.310920,	60.50,	24.93,	10,	355.52,25.34,22.00,15.32,109,-78,-10,-49
	2013-11-29 15:25:40,	116.625198,	40.310982,	61.00,	24.81,	8,	355.39,25.49,19.93,15.54,109,-80,-8,-52
	2013-11-29 15:25:41,	116.625192,	40.311043,	0.00,	24.80,	8,	355.56,26.81,21.33,15.42,109,-78,-9,-49
	2013-11-29 15:25:42,	116.625183,	40.311105,	0.00,	24.67,	8,	355.28,27.13,22.76,17.06,109,-75,-8,-47
	2013-11-29 15:25:43,	116.625173,	40.311167,	0.00,	24.78,	8,	354.42,25.75,21.71,17.22,109,-76,-9,-48
	2013-11-29 15:25:44,	116.625163,	40.311227,	63.30,	24.67,	8,	354.60,25.47,24.10,16.45,109,-77,-7,-50
	2013-11-29 15:25:45,	116.625153,	40.311287,	64.00,	24.67,	8,	354.07,23.62,22.68,16.41,109,-75,-8,-47
	2013-11-29 15:25:46,	116.625147,	40.311348,	64.40,	24.39,	8,	354.79,23.43,19.33,16.16,109,-79,-8,-51
	2013-11-29 15:25:47,	116.625138,	40.311407,	65.00,	24.19,	8,	355.53,22.92,21.11,15.11,109,-79,-8,-52
	2013-11-29 15:25:48,	116.625128,	40.311462,	65.60,	23.20,	9,	355.02,22.72,20.05,14.88,109,-78,-8,-51
	2013-11-29 15:25:49,	116.625120,	40.311513,	66.00,	21.28,	10,	354.16,19.59,16.93,12.07,109,-78,-9,-49
	2013-11-29 15:25:50,	116.625115,	40.311560,	66.30,	19.54,	9,	354.65,23.66,19.63,13.95,109,-76,-7,-50
	2013-11-29 15:25:51,	116.625112,	40.311602,	66.60,	18.00,	10,	354.10,20.86,18.08,11.38,109,-78,-7,-51
	2013-11-29 15:25:52,	116.625110,	40.311640,	67.00,	16.76,	10,	354.38,16.81,15.79,9.80,109,-77,-8,-49
	2013-11-29 15:25:53,	116.625108,	40.311675,	67.50,	15.09,	10,	354.10,15.38,14.70,10.13,109,-80,-9,-51
	2013-11-29 15:25:54,	116.625107,	40.311713,	67.60,	15.13,	10,	355.74,18.04,17.12,11.34,109,-83,-7,-56
	2013-11-29 15:25:55,	116.625107,	40.311755,	67.50,	16.31,	9,	356.12,16.83,14.39,9.74,109,-84,-8,-56
	2013-11-29 15:25:56,	116.625105,	40.311790,	67.80,	16.72,	9,	356.49,14.33,14.31,6.84,109,-86,-8,-57
	2013-11-29 15:25:57,	116.625102,	40.311815,	68.60,	12.35,	9,	356.99,14.35,13.71,6.18,109,-85,-9,-56
	2013-11-29 15:25:58,	116.625092,	40.311858,	70.30,	9.30,	10,	355.30,13.84,14.58,9.77,109,-83,-9,-55
	2013-11-29 15:25:59,	116.625092,	40.311858,	70.30,	9.30,	10,	355.30,13.59,12.58,6.01,109,-82,-10,-53
	2013-11-29 15:26:00,	116.625085,	40.311888,	70.90,	0.00,	10,	0.00,15.80,15.77,7.12,109,-83,-8,-56
	2013-11-29 15:26:01,	116.625075,	40.311922,	71.00,	12.94,	9,	348.84,9.38,10.18,4.05,109,-84,-9,-55
	2013-11-29 15:26:02,	116.625075,	40.311922,	71.00,	12.94,	9,	348.84,10.76,12.81,7.04,109,-86,-9,-57
	2013-11-29 15:26:03,	116.625047,	40.312042,	70.40,	0.00,	8,	0.00,9.22,10.23,1.80,109,-89,-9,-60
	2013-11-29 15:26:04,	116.625047,	40.312042,	70.40,	0.00,	8,	0.00,4.96,7.59,1.75,109,-86,-11,-55
	2013-11-29 15:26:05,	116.625040,	40.312090,	70.50,	0.00,	8,	0.00,8.18,12.75,2.83,,,,
	2013-11-29 15:26:06,	116.625027,	40.312195,	71.00,	20.98,	9,	355.07,6.46,10.92,4.18,108,-82,-9,-54
	2013-11-29 15:26:07,	116.625018,	40.312248,	71.40,	0.00,	9,	0.00,10.50,13.49,6.50,108,-84,-8,-57
	2013-11-29 15:26:08,	116.625012,	40.312302,	71.90,	21.02,	9,	355.60,11.59,14.23,4.18,108,-85,-9,-56
	2013-11-29 15:26:09,	116.625003,	40.312357,	72.30,	21.44,	9,	355.36,12.79,14.61,3.75,108,-84,-8,-56
	2013-11-29 15:26:10,	116.625003,	40.312357,	72.30,	21.44,	9,	355.36,12.67,15.14,5.17,108,-84,-7,-57
	2013-11-29 15:26:11,	116.625003,	40.312357,	72.30,	21.44,	9,	355.36,14.08,16.20,5.29,108,-84,-8,-56
	2013-11-29 15:26:12,	116.624985,	40.312470,	72.40,	22.67,	9,	353.60,16.30,16.87,5.88,108,-80,-7,-54
	2013-11-29 15:26:13,	116.624968,	40.312580,	72.80,	22.00,	10,	354.19,12.70,14.55,7.22,108,-77,-8,-50
	2013-11-29 15:26:14,	116.624968,	40.312580,	72.80,	22.00,	10,	354.19,19.93,18.77,7.93,108,-80,-8,-52
	2013-11-29 15:26:15,	116.624960,	40.312635,	72.60,	21.65,	9,	353.30,20.88,21.38,10.92,108,-74,-7,-48
	2013-11-29 15:26:16,	116.624960,	40.312635,	72.60,	21.65,	9,	353.30,22.65,20.56,11.51,108,-71,-11,-40
	2013-11-29 15:26:17,	116.624948,	40.312738,	72.20,	20.39,	9,	355.02,27.36,21.40,14.78,108,-77,-9,-47
	2013-11-29 15:26:18,	116.624943,	40.312783,	72.30,	19.00,	9,	355.50,26.61,23.07,14.52,108,-73,-9,-44
	2013-11-29 15:26:19,	116.624937,	40.312825,	73.10,	17.65,	9,	356.13,25.03,22.23,14.29,108,-73,-7,-45
	2013-11-29 15:26:20,	116.624930,	40.312863,	74.00,	16.11,	9,	356.34,26.65,22.21,15.16,108,-83,-9,-54
	2013-11-29 15:26:21,	116.624930,	40.312863,	74.00,	16.11,	9,	356.34,20.06,18.63,11.63,108,-72,-9,-42
	2013-11-29 15:26:22,	116.624917,	40.312933,	75.30,	14.39,	10,	355.39,24.07,21.26,16.40,108,-72,-9,-43
	2013-11-29 15:26:23,	116.624912,	40.312967,	75.90,	13.83,	10,	354.74,22.20,23.39,8.25,108,-74,-10,-45
	2013-11-29 15:26:24,	116.624905,	40.313000,	76.50,	13.59,	10,	353.43,24.28,19.95,15.56,108,-76,-8,-49
	2013-11-29 15:26:25,	116.624898,	40.313033,	77.10,	13.61,	10,	353.65,24.91,21.42,15.14,108,-74,-10,-44
	2013-11-29 15:26:26,	116.624898,	40.313033,	77.10,	13.61,	10,	353.65,25.05,21.29,14.61,108,-72,-8,-44
	2013-11-29 15:26:27,	116.624885,	40.313107,	78.20,	14.63,	9,	353.80,28.01,23.85,14.42,108,-63,-8,-36
	2013-11-29 15:26:28,	116.624877,	40.313147,	78.50,	15.57,	8,	353.06,27.36,21.67,12.58,108,-70,-8,-42
	2013-11-29 15:26:29,	116.624867,	40.313188,	79.00,	16.41,	9,	351.08,24.28,20.83,13.45,108,-72,-9,-44
	2013-11-29 15:26:30,	116.624860,	40.313228,	79.40,	17.17,	10,	352.46,27.64,24.53,15.44,108,-70,-8,-43
	2013-11-29 15:26:31,	116.624857,	40.313263,	79.60,	14.78,	10,	353.50,23.69,20.83,14.89,108,-79,-9,-49
	2013-11-29 15:26:32,	116.624855,	40.313292,	79.60,	0.00,	10,	0.00,24.32,21.04,13.64,108,-75,-9,-47
	2013-11-29 15:26:33,	116.624855,	40.313320,	79.20,	10.85,	10,	357.13,26.68,24.00,16.63,108,-71,-8,-43
	2013-11-29 15:26:34,	116.624853,	40.313350,	78.90,	10.39,	10,	357.57,26.99,23.95,16.28,108,-67,-7,-38
	2013-11-29 15:26:35,	116.624853,	40.313382,	78.50,	11.56,	10,	357.93,24.41,22.43,15.86,108,-72,-8,-45
	2013-11-29 15:26:36,	116.624852,	40.313413,	77.90,	12.39,	10,	357.95,27.33,24.10,17.81,108,-69,-7,-42
	2013-11-29 15:26:37,	116.624850,	40.313447,	77.40,	0.00,	10,	0.00,23.82,20.02,14.51,108,-68,-8,-40
	2013-11-29 15:26:38,	116.624847,	40.313478,	77.20,	12.28,	10,	354.85,20.73,19.50,12.49,108,-74,-8,-46
	2013-11-29 15:26:39,	116.624840,	40.313508,	77.20,	12.04,	10,	352.66,20.91,19.57,14.28,108,-74,-8,-46
	2013-11-29 15:26:40,	116.624835,	40.313542,	77.30,	12.57,	10,	352.99,19.19,18.63,13.75,108,-67,-8,-40
	2013-11-29 15:26:41,	116.624832,	40.313577,	77.20,	13.39,	9,	353.81,21.27,18.54,12.36,108,-71,-11,-41
	2013-11-29 15:26:42,	116.624828,	40.313615,	76.90,	0.00,	8,	0.00,17.99,18.54,11.53,108,-74,-10,-45
	2013-11-29 15:26:43,	116.624825,	40.313653,	76.60,	15.15,	8,	355.98,21.00,19.35,15.84,108,-70,-10,-41
	2013-11-29 15:26:44,	116.624823,	40.313693,	0.00,	15.59,	9,	356.24,16.79,17.09,11.51,108,-73,-9,-44
	2013-11-29 15:26:45,	116.624822,	40.313727,	76.20,	14.59,	9,	357.25,15.21,16.11,9.60,108,-74,-10,-44
	2013-11-29 15:26:46,	116.624820,	40.313758,	0.00,	12.80,	9,	356.55,21.73,19.39,14.48,108,-72,-9,-44
	2013-11-29 15:26:47,	116.624818,	40.313785,	0.00,	11.09,	8,	356.54,20.59,17.84,14.93,108,-67,-10,-38
	2013-11-29 15:26:48,	116.624817,	40.313810,	0.00,	9.93,	9,	356.62,21.30,19.85,11.79,108,-69,-10,-40
	2013-11-29 15:26:49,	116.624815,	40.313830,	75.30,	9.09,	9,	356.69,19.52,19.18,14.81,108,-67,-10,-37
	2013-11-29 15:26:50,	116.624813,	40.313845,	0.00,	7.44,	9,	355.18,21.11,19.31,14.43,108,-67,-10,-37
	2013-11-29 15:26:51,	116.624813,	40.313857,	75.00,	5.30,	9,	355.04,20.66,20.36,15.79,108,-68,-8,-40
	2013-11-29 15:26:52,	116.624813,	40.313863,	0.00,	3.41,	9,	355.92,19.57,19.38,14.63,108,-69,-9,-40
	2013-11-29 15:26:53,	116.624813,	40.313865,	74.50,	0.96,	8,	357.31,21.21,18.91,15.79,108,-70,-9,-41
	2013-11-29 15:26:54,	116.624815,	40.313865,	74.10,	0.13,	8,	145.02,24.50,20.78,17.78,108,-70,-7,-43
	2013-11-29 15:26:55,	116.624815,	40.313865,	73.80,	0.17,	9,	153.78,24.50,19.79,16.96,108,-72,-7,-45
	2013-11-29 15:26:56,	116.624817,	40.313865,	0.00,	0.15,	9,	143.93,17.80,18.59,14.36,108,-75,-9,-46
	2013-11-29 15:26:57,	116.624818,	40.313867,	0.00,	0.17,	9,	140.06,17.24,18.38,13.80,108,-75,-11,-44
	2013-11-29 15:26:58,	116.624820,	40.313867,	72.40,	0.17,	9,	142.91,20.41,18.93,10.50,108,-71,-8,-44
	2013-11-29 15:26:59,	116.624820,	40.313868,	72.00,	0.17,	9,	144.15,20.11,19.70,14.32,108,-72,-11,-42
	2013-11-29 15:27:00,	116.624822,	40.313868,	71.50,	0.17,	9,	136.42,23.58,20.20,16.20,108,-74,-8,-47
	2013-11-29 15:27:01,	116.624823,	40.313870,	71.10,	0.17,	9,	137.11,22.04,19.70,16.38,108,-73,-9,-44
	2013-11-29 15:27:02,	116.624825,	40.313870,	70.60,	0.17,	9,	144.67,20.37,19.12,16.63,108,-72,-7,-45
	2013-11-29 15:27:03,	116.624827,	40.313870,	70.10,	0.15,	9,	137.41,22.28,19.70,17.07,108,-72,-8,-43
	2013-11-29 15:27:04,	116.624827,	40.313872,	69.70,	0.17,	9,	140.77,20.97,18.74,17.09,108,-71,-8,-44
	2013-11-29 15:27:05,	116.624828,	40.313872,	69.30,	0.17,	9,	140.39,18.32,18.28,15.54,108,-72,-8,-45
	2013-11-29 15:27:06,	116.624830,	40.313873,	68.90,	0.17,	9,	139.40,19.29,18.80,15.46,108,-72,-8,-44
	2013-11-29 15:27:07,	116.624832,	40.313873,	68.50,	0.15,	9,	139.30,19.59,18.23,14.78,108,-72,-9,-43
	2013-11-29 15:27:08,	116.624830,	40.313875,	68.40,	0.11,	9,	71.79,18.04,19.10,12.67,108,-74,-9,-44
	2013-11-29 15:27:09,	116.624830,	40.313882,	68.20,	1.48,	8,	355.31,15.74,17.73,14.29,108,-72,-9,-43
	2013-11-29 15:27:10,	116.624828,	40.313892,	68.20,	3.48,	10,	353.42,12.07,16.36,12.43,108,-72,-9,-44
	2013-11-29 15:27:11,	116.624828,	40.313892,	68.20,	3.48,	10,	353.42,22.02,19.82,15.39,108,-67,-10,-38
	2013-11-29 15:27:12,	116.624825,	40.313925,	67.80,	4.06,	9,	354.94,23.36,19.70,14.70,108,-68,-8,-40
	2013-11-29 15:27:13,	116.624825,	40.313925,	67.80,	4.06,	9,	354.94,21.40,19.18,16.43,108,-66,-9,-38
	2013-11-29 15:27:14,	116.624822,	40.313947,	67.80,	0.00,	10,	0.00,23.07,20.14,14.72,108,-72,-8,-44
	2013-11-29 15:27:15,	116.624818,	40.313973,	67.50,	9.67,	8,	352.77,24.18,22.12,17.52,108,-72,-9,-44
	2013-11-29 15:27:16,	116.624815,	40.314002,	67.20,	11.28,	8,	353.49,25.16,22.34,16.26,108,-71,-11,-40
	2013-11-29 15:27:17,	116.624810,	40.314060,	66.70,	10.76,	8,	354.84,23.18,20.20,14.33,108,-71,-9,-42
	2013-11-29 15:27:18,	116.624807,	40.314093,	66.60,	0.00,	8,	0.00,21.11,19.08,13.82,108,-71,-9,-43
	2013-11-29 15:27:19,	116.624807,	40.314093,	66.60,	0.00,	8,	0.00,16.96,18.00,12.23,108,-72,-8,-43
	2013-11-29 15:27:20,	116.624803,	40.314127,	66.40,	13.04,	8,	354.76,16.70,18.45,14.42,108,-69,-10,-39
	2013-11-29 15:27:21,	116.624795,	40.314200,	66.10,	14.67,	9,	354.27,17.07,18.47,13.71,108,-72,-9,-41
	2013-11-29 15:27:22,	116.624795,	40.314200,	66.10,	14.67,	9,	354.27,24.02,19.95,13.64,108,-67,-10,-37
	2013-11-29 15:27:23,	116.624790,	40.314240,	66.00,	0.00,	9,	0.00,26.39,23.67,15.79,108,-68,-8,-40
	2013-11-29 15:27:24,	116.624785,	40.314282,	66.10,	16.04,	10,	355.64,20.95,21.47,16.24,108,-73,-10,-44
	2013-11-29 15:27:25,	116.624778,	40.314323,	66.10,	0.00,	9,	0.00,18.84,18.33,13.75,108,-76,-9,-47
	2013-11-29 15:27:26,	116.624768,	40.314412,	65.50,	17.76,	10,	354.21,25.54,22.45,17.75,108,-70,-9,-40
	2013-11-29 15:27:27,	116.624768,	40.314412,	65.50,	17.76,	10,	354.21,28.33,24.20,19.06,108,-67,-8,-40
	2013-11-29 15:27:28,	116.624765,	40.314452,	65.30,	0.00,	10,	0.00,23.12,19.80,17.46,108,-69,-8,-41
	2013-11-29 15:27:29,	116.624762,	40.314487,	65.30,	14.22,	10,	355.56,25.34,20.64,17.95,108,-67,-7,-40
	2013-11-29 15:27:30,	116.624760,	40.314517,	65.00,	13.06,	10,	358.02,25.24,21.80,14.72,108,-64,-8,-37
	2013-11-29 15:27:31,	116.624760,	40.314517,	65.00,	13.06,	10,	358.02,28.01,22.91,18.25,108,-65,-7,-38
	2013-11-29 15:27:32,	116.624742,	40.314552,	64.40,	7.59,	10,	331.66,28.50,21.52,17.29,108,-63,-7,-36
	2013-11-29 15:27:33,	116.624733,	40.314558,	64.10,	4.80,	10,	313.02,30.21,28.09,18.15,108,-63,-8,-36
	2013-11-29 15:27:34,	116.624727,	40.314562,	63.80,	2.41,	10,	297.69,29.64,26.66,21.71,108,-65,-8,-38
	2013-11-29 15:27:35,	116.624718,	40.314563,	63.50,	1.76,	11,	292.76,27.36,21.56,18.25,108,-66,-8,-39
	2013-11-29 15:27:36,	116.624718,	40.314563,	63.50,	1.76,	11,	292.76,30.27,23.88,17.97,108,-67,-8,-39
	2013-11-29 15:27:37,	116.624680,	40.314563,	63.00,	6.52,	11,	269.66,24.74,20.59,16.40,108,-68,-8,-41
	2013-11-29 15:27:38,	116.624662,	40.314557,	62.70,	7.07,	10,	251.70,28.92,24.38,18.80,108,-67,-8,-40
	2013-11-29 15:27:39,	116.624648,	40.314547,	62.40,	6.50,	10,	234.73,30.21,26.71,18.59,108,-67,-8,-39
	2013-11-29 15:27:40,	116.624638,	40.314537,	62.10,	5.56,	11,	219.62,30.65,26.68,14.48,108,-67,-9,-38
	2013-11-29 15:27:41,	116.624638,	40.314537,	62.10,	5.56,	11,	219.62,25.05,23.80,13.66,108,-68,-8,-40
	2013-11-29 15:27:42,	116.624633,	40.314507,	61.50,	6.33,	10,	194.11,30.68,26.08,18.35,108,-72,-8,-44
	2013-11-29 15:27:43,	116.624638,	40.314492,	61.30,	6.94,	11,	174.65,30.14,25.90,19.04,108,-70,-8,-42
	2013-11-29 15:27:44,	116.624648,	40.314478,	61.10,	6.31,	11,	157.84,28.53,25.44,20.67,108,-70,-7,-43
	2013-11-29 15:27:45,	116.624658,	40.314468,	60.90,	5.70,	11,	145.92,28.55,25.24,19.50,108,-70,-7,-43
	2013-11-29 15:27:46,	116.624658,	40.314468,	60.90,	5.70,	11,	145.92,28.01,23.01,15.42,108,-67,-7,-41
	2013-11-29 15:27:47,	116.624675,	40.314445,	60.60,	4.54,	11,	152.64,28.30,24.02,16.78,108,-71,-8,-44
	2013-11-29 15:27:48,	116.624683,	40.314427,	60.40,	6.39,	11,	158.47,28.48,23.64,17.19,108,-81,-8,-54
	2013-11-29 15:27:49,	116.624692,	40.314403,	60.30,	9.13,	11,	162.68,23.77,20.36,15.54,108,-73,-9,-44
	2013-11-29 15:27:50,	116.624697,	40.314377,	60.20,	10.72,	11,	171.09,25.47,19.63,16.28,108,-77,-9,-49
	2013-11-29 15:27:51,	116.624697,	40.314377,	60.20,	10.72,	11,	171.09,24.80,21.40,15.86,108,-79,-8,-52
	2013-11-29 15:27:52,	116.624703,	40.314312,	59.90,	10.83,	11,	175.11,23.62,20.91,14.57,108,-79,-8,-51
	2013-11-29 15:27:53,	116.624707,	40.314270,	59.80,	15.67,	10,	176.05,23.84,21.86,15.84,108,-80,-7,-53
	2013-11-29 15:27:54,	116.624713,	40.314227,	0.00,	16.94,	10,	174.98,22.60,20.33,17.14,108,-76,-10,-47
	2013-11-29 15:27:55,	116.624718,	40.314183,	59.60,	17.74,	9,	174.33,19.52,17.89,12.49,108,-77,-9,-49
	2013-11-29 15:27:56,	116.624725,	40.314137,	0.00,	18.39,	9,	174.21,22.88,21.38,14.26,108,-73,-9,-44
	2013-11-29 15:27:57,	116.624732,	40.314088,	0.00,	18.78,	10,	174.29,21.82,19.55,15.46,108,-76,-8,-48
	2013-11-29 15:27:58,	116.624738,	40.314040,	59.20,	19.26,	10,	174.16,20.75,19.98,14.39,108,-78,-10,-49
	2013-11-29 15:27:59,	116.624747,	40.313988,	59.10,	20.22,	10,	174.01,19.93,19.52,14.80,108,-78,-10,-48
