Date & Time,Longitude,Latitude,GPS Hight,GPS Speed,GPS Satellites,GPS Heading,PCC Average SINR(Normal/csi-MeasSubframeSet1)(dB),PCC RANK1 SINR(Normal/csi-MeasSubframeSet1)(dB),PCC RANK2 SINR1(Normal/csi-MeasSubframeSet1)(dB),Serving Cell PCI,Serving Cell RSRP(dBm),Serving Cell RSRQ(dB),Serving Cell RSSI(dBm)
	2013-11-29 15:28:00,	116.624753,	40.313938,	0.00,	20.80,	10,	174.35,23.66,21.29,15.95,108,-81,-9,-52
	2013-11-29 15:28:01,	116.624760,	40.313885,	0.00,	20.35,	10,	174.53,20.72,21.19,14.57,108,-79,-8,-51
	2013-11-29 15:28:02,	116.624767,	40.313830,	58.80,	21.59,	10,	174.48,23.34,21.60,15.56,108,-77,-9,-49
	2013-11-29 15:28:03,	116.624775,	40.313773,	58.70,	22.72,	10,	173.97,22.74,21.11,15.52,108,-79,-8,-52
	2013-11-29 15:28:04,	116.624785,	40.313715,	0.00,	23.02,	10,	173.48,19.27,19.30,12.64,108,-82,-10,-53
	2013-11-29 15:28:05,	116.624793,	40.313658,	0.00,	23.04,	9,	173.14,19.45,19.20,12.30,108,-82,-9,-53
	2013-11-29 15:28:06,	116.624802,	40.313600,	0.00,	23.11,	9,	173.52,15.21,16.91,10.21,108,-84,-11,-54
	2013-11-29 15:28:07,	116.624808,	40.313543,	0.00,	23.20,	10,	174.53,16.48,17.46,11.97,108,-85,-9,-57
	2013-11-29 15:28:08,	116.624817,	40.313485,	0.00,	23.09,	10,	174.18,15.15,17.14,10.02,108,-87,-10,-58
	2013-11-29 15:28:09,	116.624823,	40.313427,	57.90,	23.04,	10,	174.32,15.96,17.78,9.91,108,-84,-8,-57
	2013-11-29 15:28:10,	116.624833,	40.313368,	57.60,	23.46,	10,	173.76,15.21,16.18,9.66,108,-85,-9,-56
	2013-11-29 15:28:11,	116.624842,	40.313310,	57.50,	23.72,	10,	173.13,16.81,17.09,10.02,108,-86,-12,-54
	2013-11-29 15:28:12,	116.624850,	40.313250,	57.40,	23.80,	10,	173.59,15.44,16.61,11.36,108,-87,-10,-57
	2013-11-29 15:28:13,	116.624858,	40.313192,	57.50,	23.78,	9,	173.83,11.07,14.31,6.01,108,-90,-12,-59
	2013-11-29 15:28:14,	116.624867,	40.313132,	57.70,	23.83,	8,	174.49,10.23,14.13,7.93,108,-91,-12,-60
	2013-11-29 15:28:15,	116.624873,	40.313072,	58.00,	23.72,	8,	175.05,9.91,14.49,7.68,,,,
	2013-11-29 15:28:16,	116.624878,	40.313012,	58.10,	23.93,	8,	174.81,5.53,7.61,2.50,109,-86,-9,-57
	2013-11-29 15:28:17,	116.624885,	40.312950,	58.30,	24.22,	7,	174.11,9.77,12.43,3.66,109,-85,-9,-57
	2013-11-29 15:28:18,	116.624893,	40.312887,	58.30,	24.70,	7,	173.59,7.01,10.05,0.98,109,-83,-8,-55
	2013-11-29 15:28:19,	116.624902,	40.312823,	58.30,	25.15,	8,	173.29,10.38,13.91,4.55,109,-82,-7,-55
	2013-11-29 15:28:20,	116.624913,	40.312760,	58.20,	25.19,	9,	172.59,16.74,16.34,5.15,109,-77,-7,-51
	2013-11-29 15:28:21,	116.624925,	40.312695,	58.00,	25.52,	9,	171.97,24.54,19.02,12.49,109,-74,-7,-47
	2013-11-29 15:28:22,	116.624935,	40.312628,	58.00,	26.20,	9,	172.58,23.64,18.89,11.63,109,-71,-10,-41
	2013-11-29 15:28:23,	116.624952,	40.312493,	58.10,	26.74,	9,	173.75,25.80,21.09,12.30,109,-71,-10,-41
	2013-11-29 15:28:24,	116.624958,	40.312427,	57.80,	0.00,	9,	0.00,21.40,18.40,6.31,109,-70,-7,-43
	2013-11-29 15:28:25,	116.624958,	40.312427,	57.80,	0.00,	9,	0.00,26.55,20.33,11.16,109,-68,-11,-37
	2013-11-29 15:28:26,	116.624965,	40.312357,	57.70,	0.00,	8,	0.00,24.47,20.14,8.60,109,-64,-10,-34
	2013-11-29 15:28:27,	116.624977,	40.312217,	58.00,	27.50,	9,	176.60,31.68,22.45,7.54,109,-67,-10,-38
	2013-11-29 15:28:28,	116.624977,	40.312217,	58.00,	27.50,	9,	176.60,30.30,22.34,15.86,109,-64,-10,-35
	2013-11-29 15:28:29,	116.624985,	40.312148,	58.00,	0.00,	9,	0.00,32.15,23.64,15.84,109,-63,-9,-34
	2013-11-29 15:28:30,	116.624985,	40.312148,	58.00,	0.00,	9,	0.00,32.48,22.49,14.75,109,-64,-7,-38
	2013-11-29 15:28:31,	116.625003,	40.312017,	58.10,	26.59,	7,	174.83,31.66,22.64,8.12,109,-65,-8,-38
	2013-11-29 15:28:32,	116.625027,	40.311885,	57.80,	0.00,	10,	0.00,29.71,22.10,14.88,109,-66,-8,-38
	2013-11-29 15:28:33,	116.625035,	40.311817,	57.70,	0.00,	10,	0.00,31.68,23.16,15.75,109,-62,-8,-35
	2013-11-29 15:28:34,	116.625035,	40.311817,	57.70,	0.00,	10,	0.00,32.58,23.10,15.56,109,-60,-7,-33
	2013-11-29 15:28:35,	116.625042,	40.311748,	57.50,	0.00,	8,	0.00,32.78,22.47,14.43,109,-60,-8,-32
	2013-11-29 15:28:36,	116.625042,	40.311748,	57.50,	0.00,	8,	0.00,33.51,23.77,13.68,109,-64,-7,-36
	2013-11-29 15:28:37,	116.625050,	40.311612,	56.80,	27.41,	8,	177.46,32.56,22.36,14.13,109,-63,-8,-35
	2013-11-29 15:28:38,	116.625055,	40.311543,	56.40,	0.00,	8,	0.00,33.35,23.13,15.32,109,-61,-7,-34
	2013-11-29 15:28:39,	116.625060,	40.311477,	56.10,	27.04,	9,	176.67,32.48,26.76,19.23,109,-62,-8,-34
	2013-11-29 15:28:40,	116.625067,	40.311413,	56.00,	26.31,	9,	175.40,28.63,25.87,15.49,109,-62,-8,-35
	2013-11-29 15:28:41,	116.625067,	40.311413,	56.00,	26.31,	9,	175.40,32.38,25.28,17.78,109,-62,-8,-34
	2013-11-29 15:28:42,	116.625078,	40.311293,	55.60,	24.65,	9,	175.72,31.31,26.36,15.90,109,-64,-8,-36
	2013-11-29 15:28:43,	116.625083,	40.311243,	55.50,	21.61,	10,	175.50,29.90,26.61,17.92,109,-64,-7,-37
	2013-11-29 15:28:44,	116.625087,	40.311203,	55.40,	18.19,	10,	175.60,28.17,22.76,16.96,109,-65,-7,-39
	2013-11-29 15:28:45,	116.625090,	40.311173,	55.30,	14.11,	11,	175.32,26.80,25.96,15.14,109,-66,-10,-37
	2013-11-29 15:28:46,	116.625090,	40.311173,	55.30,	14.11,	11,	175.32,27.45,23.59,15.37,109,-69,-8,-42
	2013-11-29 15:28:47,	116.625093,	40.311147,	55.60,	4.50,	10,	172.00,30.88,26.71,16.55,109,-66,-7,-39
	2013-11-29 15:28:48,	116.625093,	40.311143,	55.60,	1.28,	8,	167.91,28.65,26.20,16.53,109,-68,-8,-40
	2013-11-29 15:28:49,	116.625093,	40.311142,	55.50,	1.06,	8,	176.92,27.81,23.22,16.01,109,-68,-7,-40
	2013-11-29 15:28:50,	116.625093,	40.311137,	55.40,	1.30,	8,	176.53,27.64,24.90,14.63,109,-70,-7,-43
	2013-11-29 15:28:51,	116.625093,	40.311137,	55.40,	1.30,	8,	176.53,29.45,23.16,14.75,109,-71,-8,-44
	2013-11-29 15:28:52,	116.625097,	40.311108,	55.10,	6.02,	8,	175.20,28.57,22.88,20.78,109,-71,-9,-43
	2013-11-29 15:28:53,	116.625100,	40.311080,	55.10,	9.24,	10,	175.03,25.52,21.65,17.06,109,-70,-9,-42
	2013-11-29 15:28:54,	116.625105,	40.311050,	55.30,	11.63,	10,	173.42,30.34,26.11,15.16,109,-73,-8,-46
	2013-11-29 15:28:55,	116.625108,	40.311018,	55.20,	11.93,	9,	173.18,31.56,26.76,18.65,109,-71,-7,-44
	2013-11-29 15:28:56,	116.625113,	40.310978,	55.30,	13.65,	9,	173.94,31.71,25.62,16.30,109,-67,-8,-39
	2013-11-29 15:28:57,	116.625118,	40.310932,	55.60,	0.00,	9,	0.00,27.90,24.78,16.41,109,-73,-9,-45
	2013-11-29 15:28:58,	116.625123,	40.310880,	55.70,	19.50,	9,	174.45,28.95,23.72,18.10,109,-73,-7,-46
	2013-11-29 15:28:59,	116.625128,	40.310825,	56.00,	21.00,	9,	175.19,26.76,21.73,16.34,109,-75,-9,-45
	2013-11-29 15:29:00,	116.625135,	40.310770,	56.40,	21.46,	10,	175.00,25.00,20.78,15.37,109,-77,-9,-48
	2013-11-29 15:29:01,	116.625135,	40.310770,	56.40,	21.46,	10,	175.00,23.79,19.57,16.40,109,-80,-9,-51
	2013-11-29 15:29:02,	116.625147,	40.310653,	57.30,	22.59,	10,	175.15,24.66,20.73,15.77,109,-78,-8,-51
	2013-11-29 15:29:03,	116.625157,	40.310592,	57.50,	23.39,	10,	175.44,23.77,19.87,16.61,109,-81,-8,-53
	2013-11-29 15:29:04,	116.625167,	40.310527,	57.80,	24.17,	10,	174.52,22.58,19.45,15.75,109,-81,-8,-54
	2013-11-29 15:29:05,	116.625177,	40.310460,	0.00,	25.52,	11,	174.21,19.29,17.73,13.54,109,-84,-10,-54
	2013-11-29 15:29:06,	116.625187,	40.310393,	0.00,	26.35,	11,	174.04,18.32,18.33,13.66,109,-85,-10,-56
	2013-11-29 15:29:07,	116.625198,	40.310323,	57.40,	27.31,	11,	173.36,21.49,19.04,14.57,109,-83,-9,-54
	2013-11-29 15:29:08,	116.625208,	40.310255,	0.00,	27.65,	11,	173.54,17.48,17.34,14.89,109,-86,-10,-56
	2013-11-29 15:29:09,	116.625218,	40.310185,	57.00,	27.81,	11,	173.21,14.13,15.90,10.31,109,-87,-11,-57
	2013-11-29 15:29:10,	116.625227,	40.310115,	56.90,	28.06,	10,	174.16,13.14,14.55,11.05,109,-87,-11,-56
	2013-11-29 15:29:11,	116.625235,	40.310043,	57.00,	28.35,	10,	174.07,-3.64,-1.06,-4.88,109,-88,-14,-55
	2013-11-29 15:29:12,	116.625242,	40.309972,	57.20,	28.35,	9,	0.00,0.88,5.59,0.06,,,,
	2013-11-29 15:29:13,	116.625248,	40.309898,	0.00,	28.52,	9,	175.37,21.00,20.94,15.49,,,,
	2013-11-29 15:29:14,	116.625257,	40.309825,	0.00,	28.52,	9,	175.35,23.56,21.04,15.24,110,-83,-9,-54
	2013-11-29 15:29:15,	116.625267,	40.309752,	0.00,	29.00,	10,	175.50,26.68,23.67,17.89,110,-85,-10,-56
	2013-11-29 15:29:16,	116.625278,	40.309677,	0.00,	29.02,	10,	175.29,22.65,21.33,16.28,110,-83,-8,-56
	2013-11-29 15:29:17,	116.625288,	40.309600,	0.00,	29.54,	9,	174.86,24.18,22.66,15.52,110,-86,-7,-59
	2013-11-29 15:29:18,	116.625300,	40.309525,	0.00,	29.87,	9,	174.59,27.29,25.39,16.57,110,-83,-8,-55
	2013-11-29 15:29:19,	116.625310,	40.309448,	0.00,	29.48,	8,	174.79,30.46,27.88,19.52,110,-82,-8,-54
	2013-11-29 15:29:20,	116.625322,	40.309375,	57.50,	29.41,	9,	174.69,25.00,24.57,16.68,110,-77,-8,-49
	2013-11-29 15:29:21,	116.625332,	40.309303,	57.30,	28.94,	9,	174.68,23.93,23.67,17.55,110,-82,-7,-54
	2013-11-29 15:29:22,	116.625340,	40.309232,	0.00,	28.74,	9,	174.57,27.61,26.17,15.75,110,-80,-7,-54
	2013-11-29 15:29:23,	116.625350,	40.309162,	56.60,	28.41,	8,	174.36,30.11,29.00,22.43,110,-80,-8,-53
	2013-11-29 15:29:24,	116.625358,	40.309092,	56.30,	28.41,	9,	174.30,27.75,25.90,21.36,,,,
	2013-11-29 15:29:25,	116.625367,	40.309023,	55.90,	28.09,	9,	174.56,28.95,27.46,15.54,110,-77,-7,-50
	2013-11-29 15:29:26,	116.625375,	40.308953,	55.50,	28.02,	9,	174.67,29.35,26.76,15.34,110,-79,-8,-51
	2013-11-29 15:29:27,	116.625382,	40.308885,	55.20,	27.69,	9,	175.37,29.90,26.48,15.29,110,-79,-7,-53
	2013-11-29 15:29:28,	116.625390,	40.308817,	54.80,	27.85,	9,	174.67,27.09,23.69,18.10,110,-80,-8,-53
	2013-11-29 15:29:29,	116.625398,	40.308750,	54.70,	27.50,	9,	175.10,28.65,26.14,18.68,110,-83,-8,-56
	2013-11-29 15:29:30,	116.625407,	40.308682,	54.40,	27.65,	8,	174.26,28.70,25.47,21.90,110,-81,-7,-53
	2013-11-29 15:29:31,	116.625415,	40.308617,	54.10,	27.15,	8,	174.51,27.67,24.86,21.30,110,-83,-7,-55
	2013-11-29 15:29:32,	116.625423,	40.308552,	53.80,	26.50,	8,	174.53,26.90,23.77,20.30,110,-83,-8,-56
	2013-11-29 15:29:33,	116.625430,	40.308487,	53.70,	26.04,	9,	174.65,28.74,25.70,17.41,110,-83,-7,-57
	2013-11-29 15:29:34,	116.625435,	40.308422,	53.50,	26.02,	10,	174.98,29.75,26.53,15.29,110,-82,-7,-56
	2013-11-29 15:29:35,	116.625438,	40.308357,	53.30,	26.28,	10,	177.54,28.86,25.15,15.03,110,-82,-8,-54
	2013-11-29 15:29:36,	116.625442,	40.308288,	53.00,	26.94,	9,	177.91,26.78,25.17,17.75,110,-83,-7,-56
	2013-11-29 15:29:37,	116.625445,	40.308220,	52.70,	27.24,	9,	177.92,25.84,23.53,16.26,110,-84,-7,-57
	2013-11-29 15:29:38,	116.625448,	40.308152,	52.40,	27.39,	9,	177.54,24.94,23.50,16.03,110,-85,-7,-58
	2013-11-29 15:29:39,	116.625448,	40.308152,	52.40,	27.39,	9,	177.54,20.41,20.24,14.82,110,-85,-7,-58
	2013-11-29 15:29:40,	116.625457,	40.308013,	52.00,	27.78,	9,	177.61,23.10,21.29,14.27,110,-91,-9,-62
	2013-11-29 15:29:41,	116.625462,	40.307945,	52.00,	0.00,	8,	0.00,23.12,21.19,15.27,110,-89,-8,-61
	2013-11-29 15:29:42,	116.625472,	40.307815,	51.70,	26.04,	9,	176.73,26.09,24.59,13.59,110,-88,-8,-60
	2013-11-29 15:29:43,	116.625472,	40.307815,	51.70,	26.04,	9,	176.73,21.05,20.45,13.54,110,-83,-8,-55
	2013-11-29 15:29:44,	116.625473,	40.307703,	51.40,	22.54,	9,	0.00,21.82,20.70,11.83,110,-90,-7,-63
	2013-11-29 15:29:45,	116.625473,	40.307703,	51.40,	22.54,	9,	0.00,18.78,18.56,14.80,110,-89,-7,-62
	2013-11-29 15:29:46,	116.625427,	40.307613,	50.90,	19.46,	9,	201.21,26.36,23.77,18.00,110,-95,-9,-66
	2013-11-29 15:29:47,	116.625427,	40.307613,	50.90,	19.46,	9,	201.21,14.29,17.09,8.06,110,-87,-7,-60
	2013-11-29 15:29:48,	116.625378,	40.307577,	50.70,	0.00,	9,	0.00,14.89,17.73,10.23,110,-102,-9,-73
	2013-11-29 15:29:49,	116.625242,	40.307532,	50.40,	0.00,	9,	0.00,21.37,20.05,15.16,110,-102,-9,-74
	2013-11-29 15:29:50,	116.625242,	40.307532,	50.40,	0.00,	9,	0.00,11.20,13.59,6.00,110,-94,-7,-67
	2013-11-29 15:29:51,	116.625242,	40.307532,	50.40,	0.00,	9,	0.00,11.11,14.75,7.77,110,-106,-10,-75
	2013-11-29 15:29:52,	116.625070,	40.307512,	50.10,	26.41,	10,	260.88,7.25,11.93,4.13,110,-107,-10,-76
	2013-11-29 15:29:53,	116.624978,	40.307507,	50.00,	27.63,	10,	264.04,4.72,8.06,1.82,110,-109,-11,-78
	2013-11-29 15:29:54,	116.624882,	40.307502,	50.00,	28.70,	10,	265.57,4.94,8.41,1.57,110,-112,-11,-79
	2013-11-29 15:29:55,	116.624783,	40.307495,	50.20,	29.76,	10,	266.13,5.00,8.32,1.66,,,,
	2013-11-29 15:29:56,	116.624783,	40.307495,	50.20,	29.76,	10,	266.13,4.96,8.20,0.82,,,,
	2013-11-29 15:29:57,	116.624580,	40.307483,	50.60,	30.93,	10,	265.69,5.51,8.73,1.86,,,,
	2013-11-29 15:29:58,	116.624477,	40.307477,	50.80,	31.37,	10,	265.62,3.89,7.71,1.42,,,,
	2013-11-29 15:29:59,	116.624372,	40.307470,	50.90,	31.72,	11,	265.66,2.98,7.22,1.09,,,,
	2013-11-29 15:30:00,	116.624265,	40.307463,	50.90,	32.20,	10,	265.06,2.70,6.25,-0.36,,,,
	2013-11-29 15:30:01,	116.624265,	40.307463,	50.90,	32.20,	10,	265.06,-1.57,2.14,-2.36,,,,
	2013-11-29 15:30:02,	116.624050,	40.307445,	50.60,	32.91,	9,	263.14,-0.63,2.81,-1.38,,,,
	2013-11-29 15:30:03,	116.623942,	40.307432,	50.50,	33.19,	10,	261.36,-1.52,2.88,-1.11,,,,
	2013-11-29 15:30:04,	116.623833,	40.307413,	50.40,	33.31,	10,	259.40,-4.41,-0.33,-4.27,,,,
	2013-11-29 15:30:05,	116.623728,	40.307393,	50.30,	33.37,	10,	256.98,-5.12,-1.20,-5.04,,,,
	2013-11-29 15:30:06,	116.623728,	40.307393,	50.30,	33.37,	10,	256.98,-4.41,-0.06,-4.07,,,,
	2013-11-29 15:30:07,	116.623520,	40.307345,	50.10,	32.96,	9,	252.27,-2.79,1.59,-2.86,,,,
	2013-11-29 15:30:08,	116.623420,	40.307317,	50.00,	32.78,	10,	250.70,-1.33,4.13,-0.67,,,,
	2013-11-29 15:30:09,	116.623320,	40.307287,	49.90,	32.56,	10,	248.67,-3.02,0.91,-2.89,,,,
	2013-11-29 15:30:10,	116.623222,	40.307257,	49.80,	32.46,	9,	247.79,2.10,6.67,1.86,,,,
	2013-11-29 15:30:11,	116.623125,	40.307225,	49.60,	32.17,	9,	246.20,4.13,10.98,2.52,,,,
	2013-11-29 15:30:12,	116.623030,	40.307190,	49.50,	0.00,	10,	0.00,2.40,9.80,2.04,,,,
	2013-11-29 15:30:13,	116.622937,	40.307153,	49.40,	31.74,	10,	243.56,1.27,6.15,0.62,,,,
	2013-11-29 15:30:14,	116.622843,	40.307115,	49.30,	31.83,	10,	241.88,1.12,6.43,0.85,,,,
	2013-11-29 15:30:15,	116.622750,	40.307075,	49.20,	32.54,	10,	240.74,1.14,7.32,1.01,,,,
	2013-11-29 15:30:29,	116.621698,	40.306285,	0.00,	30.96,	11,	216.32,2.20,7.89,1.07,,,,
	2013-11-29 15:30:30,	116.621643,	40.306222,	48.00,	30.39,	11,	213.64,5.88,10.48,4.92,,,,
	2013-11-29 15:30:31,	116.621593,	40.306160,	47.80,	29.89,	11,	211.96,0.00,,,,,,
	2013-11-29 15:30:32,	116.621548,	40.306105,	47.60,	27.89,	10,	211.13,0.00,,,,,,
	2013-11-29 15:30:33,	116.621512,	40.306055,	47.40,	24.59,	11,	210.16,0.00,,,,,,
	2013-11-29 15:30:34,	116.621480,	40.306012,	47.30,	21.65,	11,	209.03,0.00,,,,,,
	2013-11-29 15:30:52,	116.621450,	40.305952,	48.10,	0.00,	11,	0.00,0.00,,,,,,
	2013-11-29 15:30:53,	116.621452,	40.305952,	48.30,	0.07,	11,	113.05,-2.95,-1.69,-5.74,109,-115,-13,-82
	2013-11-29 15:30:54,	116.621452,	40.305952,	48.30,	0.07,	11,	113.05,-1.89,0.06,-4.30,109,-115,-14,-82
	2013-11-29 15:30:55,	116.621452,	40.305952,	48.40,	0.00,	11,	0.00,-2.22,-0.42,-4.68,,,,
	2013-11-29 15:30:56,	116.621452,	40.305952,	48.40,	0.00,	11,	0.00,-1.74,0.32,-4.01,109,-114,-13,-82
	2013-11-29 15:30:57,	116.621453,	40.305950,	48.50,	0.15,	11,	120.27,-2.19,-0.46,-4.55,109,-116,-14,-83
	2013-11-29 15:30:58,	116.621455,	40.305950,	48.60,	0.00,	11,	0.00,-1.26,0.77,-3.66,109,-115,-13,-82
	2013-11-29 15:30:59,	116.621455,	40.305950,	48.70,	0.17,	11,	119.80,-1.49,0.22,-4.07,109,-114,-13,-82
	2013-11-29 15:31:00,	116.621455,	40.305950,	48.70,	0.17,	11,	119.80,-2.03,-0.63,-4.68,109,-114,-13,-82
	2013-11-29 15:31:01,	116.621455,	40.305950,	48.70,	0.17,	11,	119.80,-2.25,-0.73,-4.91,109,-114,-13,-82
	2013-11-29 15:31:02,	116.621457,	40.305950,	48.70,	0.17,	10,	124.79,-2.30,-0.65,-4.73,,,,
	2013-11-29 15:31:03,	116.621457,	40.305950,	48.70,	0.15,	10,	118.84,-2.39,-0.67,-4.68,,,,
	2013-11-29 15:31:04,	116.621457,	40.305950,	48.80,	0.09,	10,	109.63,-2.66,-0.93,-5.01,109,-115,-14,-81
	2013-11-29 15:31:05,	116.621458,	40.305950,	48.80,	0.09,	10,	121.80,-2.42,-0.63,-4.70,,,,
	2013-11-29 15:31:06,	116.621458,	40.305950,	48.80,	0.09,	10,	121.80,-1.71,-0.06,-4.21,109,-115,-13,-83
	2013-11-29 15:31:07,	116.621458,	40.305950,	48.80,	0.11,	10,	126.21,-1.30,0.22,-3.82,109,-115,-13,-82
	2013-11-29 15:31:08,	116.621458,	40.305950,	48.80,	0.11,	10,	129.15,-2.66,-1.35,-5.49,109,-116,-14,-82
	2013-11-29 15:31:09,	116.621458,	40.305950,	48.70,	0.11,	9,	125.14,-3.36,-2.11,-5.84,109,-117,-14,-82
	2013-11-29 15:31:10,	116.621460,	40.305950,	48.70,	0.13,	10,	129.73,-1.38,0.32,-4.16,109,-116,-15,-82
	2013-11-29 15:31:11,	116.621460,	40.305950,	48.70,	0.13,	10,	129.73,-2.66,-0.87,-4.93,109,-114,-12,-82
	2013-11-29 15:31:12,	116.621460,	40.305950,	48.70,	0.13,	10,	131.92,-1.82,-0.01,-4.25,,,,
	2013-11-29 15:31:13,	116.621457,	40.305945,	48.60,	0.41,	10,	195.12,-0.57,0.35,-3.80,103,-115,-13,-82
	2013-11-29 15:31:14,	116.621447,	40.305932,	48.60,	3.93,	11,	206.92,1.88,2.54,-2.42,103,-113,-12,-81
	2013-11-29 15:31:15,	116.621435,	40.305912,	48.50,	7.54,	11,	207.32,1.99,3.14,-2.05,103,-113,-11,-82
	2013-11-29 15:31:16,	116.621435,	40.305912,	48.50,	7.54,	11,	207.32,2.86,3.66,-1.79,103,-113,-12,-82
	2013-11-29 15:31:17,	116.621403,	40.305860,	48.30,	11.61,	11,	203.73,2.65,3.30,-1.84,103,-113,-13,-80
	2013-11-29 15:31:18,	116.621388,	40.305832,	48.10,	11.61,	11,	203.57,1.07,1.07,-3.18,,,,
	2013-11-29 15:31:19,	116.621370,	40.305802,	47.90,	13.04,	10,	203.21,0.06,0.68,-3.84,103,-112,-12,-80
	2013-11-29 15:31:20,	116.621352,	40.305768,	47.80,	13.96,	10,	202.71,-2.86,-1.54,-5.77,103,-111,-13,-78
	2013-11-29 15:31:21,	116.621335,	40.305735,	47.60,	14.61,	10,	201.44,2.63,4.02,-1.54,103,-113,-14,-80
	2013-11-29 15:31:22,	116.621320,	40.305703,	47.40,	0.00,	10,	0.00,4.02,4.41,-1.77,,,,
	2013-11-29 15:31:23,	116.621308,	40.305675,	47.30,	12.91,	10,	199.31,5.03,4.72,-1.49,103,-109,-10,-79
	2013-11-29 15:31:24,	116.621302,	40.305652,	47.20,	11.69,	10,	193.54,7.97,7.59,0.02,103,-108,-11,-78
	2013-11-29 15:31:25,	116.621300,	40.305640,	47.10,	7.61,	10,	187.55,6.01,5.68,-1.26,103,-109,-12,-77
	2013-11-29 15:31:26,	116.621300,	40.305638,	47.00,	1.72,	10,	184.48,3.48,2.48,-2.48,103,-109,-12,-77
	2013-11-29 15:31:27,	116.621300,	40.305638,	46.90,	0.00,	10,	0.00,2.16,2.34,-2.86,103,-110,-12,-79
	2013-11-29 15:31:28,	116.621300,	40.305638,	46.80,	0.20,	10,	148.21,5.60,6.05,-0.67,103,-108,-11,-78
	2013-11-29 15:31:29,	116.621300,	40.305638,	46.70,	0.13,	10,	119.90,4.81,4.39,-1.66,103,-108,-11,-78
	2013-11-29 15:31:30,	116.621300,	40.305638,	0.00,	0.13,	10,	123.65,4.55,4.63,-1.47,103,-110,-12,-79
	2013-11-29 15:31:31,	116.621300,	40.305638,	0.00,	0.13,	10,	123.03,5.05,4.55,-1.40,103,-109,-11,-78
	2013-11-29 15:31:32,	116.621302,	40.305640,	46.50,	0.13,	10,	125.32,3.89,3.80,-1.87,103,-110,-11,-79
	2013-11-29 15:31:33,	116.621302,	40.305640,	0.00,	0.13,	10,	122.38,3.27,2.46,-2.54,103,-109,-11,-78
	2013-11-29 15:31:34,	116.621302,	40.305640,	46.40,	0.11,	10,	117.20,2.88,2.90,-2.13,103,-111,-12,-79
	2013-11-29 15:31:35,	116.621302,	40.305640,	0.00,	0.11,	10,	122.01,1.32,0.82,-3.70,103,-109,-11,-78
	2013-11-29 15:31:36,	116.621302,	40.305640,	0.00,	0.11,	10,	115.71,-0.69,-0.65,-4.80,103,-116,-14,-82
	2013-11-29 15:31:37,	116.621302,	40.305640,	0.00,	0.09,	10,	102.32,7.91,7.89,0.02,103,-107,-11,-77
	2013-11-29 15:31:38,	116.621302,	40.305642,	0.00,	0.13,	10,	122.96,4.72,4.98,-0.93,103,-109,-12,-78
	2013-11-29 15:31:39,	116.621302,	40.305642,	46.00,	0.07,	10,	104.63,7.91,8.08,0.25,103,-110,-11,-80
	2013-11-29 15:31:40,	116.621303,	40.305642,	0.00,	0.13,	10,	115.73,2.95,2.63,-2.27,103,-110,-11,-79
	2013-11-29 15:31:41,	116.621303,	40.305642,	45.90,	0.09,	10,	113.28,4.23,4.29,-1.59,103,-108,-12,-77
	2013-11-29 15:31:42,	116.621303,	40.305642,	45.80,	0.11,	10,	112.45,5.39,5.89,-0.69,103,-108,-12,-76
	2013-11-29 15:31:43,	116.621303,	40.305643,	45.70,	0.11,	10,	114.79,6.18,6.34,-0.25,103,-110,-12,-78
	2013-11-29 15:31:44,	116.621303,	40.305643,	45.70,	0.11,	10,	113.30,4.72,5.39,-0.65,103,-109,-11,-78
	2013-11-29 15:31:45,	116.621303,	40.305643,	45.60,	0.11,	10,	115.65,4.67,5.05,-1.02,103,-108,-11,-78
	2013-11-29 15:31:46,	116.621303,	40.305643,	45.60,	0.11,	10,	106.88,5.47,5.80,-0.69,103,-109,-12,-78
	2013-11-29 15:31:47,	116.621303,	40.305642,	0.00,	0.13,	10,	140.07,5.79,5.19,-0.67,103,-110,-11,-79
	2013-11-29 15:31:48,	116.621303,	40.305635,	45.40,	1.06,	10,	181.25,1.99,2.65,-2.16,,,,
	2013-11-29 15:31:49,	116.621300,	40.305618,	45.40,	5.24,	10,	185.63,5.23,6.25,0.19,103,-112,-11,-82
	2013-11-29 15:31:50,	116.621300,	40.305595,	45.30,	8.44,	10,	184.37,8.16,10.07,2.04,103,-110,-11,-79
	2013-11-29 15:31:51,	116.621303,	40.305570,	45.20,	9.22,	10,	179.76,4.96,6.28,0.50,103,-112,-10,-82
	2013-11-29 15:31:52,	116.621320,	40.305538,	45.10,	12.13,	10,	167.89,6.90,8.29,1.38,103,-115,-10,-84
	2013-11-29 15:31:53,	116.621352,	40.305505,	45.00,	15.33,	10,	152.15,2.08,2.96,-1.84,103,-119,-14,-85
	2013-11-29 15:31:54,	116.621395,	40.305477,	45.00,	17.30,	10,	135.67,1.68,1.77,-2.36,103,-119,-15,-85
	2013-11-29 15:31:55,	116.621442,	40.305452,	45.00,	17.74,	10,	127.77,2.06,3.00,-1.71,,,,
	2013-11-29 15:31:56,	116.621487,	40.305432,	45.10,	17.07,	10,	122.13,2.38,3.69,-1.08,103,-120,-13,-88
	2013-11-29 15:31:57,	116.621530,	40.305412,	45.30,	15.80,	10,	118.85,1.68,2.61,-1.66,103,-120,-14,-86
